FILE_ID	SENTENCE	GENE	PHENOTYPE	GENE_ID	PHENOTYPE_ID	GENE_START_POSITION	GENE_END_POSITION	PHENOTYPE_START_POSITION	PHENOTYPE_END_POSITION	RELATION	CONFIRMATION	NOTES/TYPES OF UNCERTAIN	NOTES		Count
29269878	The student's t-test was used to compare FOXP1 expression in the tumour and the adjacent normal tissues.	FOXP1	tumour	27086	HP_0002664	41	46	65	71	TRUE	C				
28650469	The studied CVD biomarkers include AXL receptor tyrosine kinase, apolipoproteins, cholesterol, C-reactive protein (CRP), D-dimer, fibrinogen (Fib), glucose, insulin, interleukins, lipoproteins, myoglobin, N-terminal pro-B-type natriuretic peptide (BNP), tumor necrosis factor alpha (TNF-α) and troponins (Tns) on electrochemical transduction format.	Tns	tumor	7145	HP_0002664	305	308	254	259	FALSE	C	Ug2			
26742492	The study of the immunome of prostate cancer (PCa) and characterization of autoantibody signature from differentially reactive antigens can uncover disease stage proteins, reveal enriched networks and even expose aberrant cellular mechanisms during the disease process.	PCa	cancer	28982	HP_0002664	46	49	38	44	FALSE	U	Ug3			
28213671	The study was conducted to determine the effect of DHA on the distribution of apelin and apelin receptor (APJ) in the central nervous system in 1-methyl-4-phenyl-1, 2, 3, 6 tetrahydropyridine (MPTP)-induced PD model.	APJ	central	187	HP_0030645	106	109	118	125	FALSE	C	Ug2			
30006060	The subcapsular mass-forming tumor was composed of poorly differentiated tumor cells arranged in small vague glandular or slit-lumen nests, and focally fused or anastomosing large trabecular patterns within the prominent fibrotic stroma.	mass	tumor	2200	HP_0002664	16	20	29	34	FALSE	U	Ug5			
26199132	The suppression of FoxO1 expression in TAM was induced by the hypoxic condition in the tumor microenviroment.	FoxO1	tumor	2308	HP_0002664	19	24	87	92	TRUE	C				
24455740	The TECPR2 gene has been reported as a positive regulator of autophagy which is an essential mechanism for maintaining neuron homeostasis and survival and plays a key role in major adult and pediatric neurodegenerative diseases.	TECPR2	neurodegenerative diseases	9895	HP_0002180	4	10	201	227	FALSE	I				
27064331	The therapeutic capacity of fenretinide (N-[4-hydroxyphenyl] retinamide; 4-HPR) has been demonstrated for several conditions, including cancer, obesity, diabetes, and ocular disease.	HPR	cancer	3250	HP_0002664	75	78	136	142	FALSE	U	Ug1	Incomplete ID		
30006060	The therapeutic strategy to recover immune function through the restoration of impaired Tregs function with the mounting evidences regarding KRAS in autoimmune mediated disorder (MS, SLE, RA, T1D) suggest as working hypothesis the direct targeting KRAS activation using cancer-derived small molecules may be clinically relevant	KRAS	cancer	3845	HP_0002664	141	145	270	276	TRUE	C				
29309627	The third subject was an infant with growth deficiency, microcephaly, ichthyotic skin lesions, anemia, hypertonia, distinctive facial features, low serine and glycine in plasma and CSF, and a novel homozygous mutation in PHGDH gene.	PHGDH	anemia	26227	HP_0001903	221	226	95	101	TRUE	C				
29108267	The third subject was an infant with growth deficiency, microcephaly, ichthyotic skin lesions, anemia, hypertonia, distinctive facial features, low serine and glycine in plasma and CSF, and a novel homozygous mutation in PHGDH gene.	PHGDH	hypertonia	26227	HP_0001276	221	226	103	113	TRUE	C				
29179235	The third subject was an infant with growth deficiency, microcephaly, ichthyotic skin lesions, anemia, hypertonia, distinctive facial features, low serine and glycine in plasma and CSF, and a novel homozygous mutation in PHGDH gene.	PHGDH	microcephaly	26227	HP_0000252	221	226	56	68	TRUE	C				
27148972	The trio was studied by whole-exome sequencing to identify candidate genes responsible for causing the complex EA/seizure phenotype.	type	seizure	6445	HP_0001250	127	131	114	121	FALSE	U	Ug5			
28698647	The tumor cells expressed MUC4, GLUT-1, and vimentin and were negative for S-100 protein, epithelial membrane antigen, smooth muscle actin, desmin, claudin-1, neurofilament and SOX10.	MUC4	tumor	4585	HP_0002664	26	30	4	9	FALSE	C	Ug2			
28179590	The tumor cells resembled pro-B cells, and were CD19<sup>+</sup>IgM<sup>-</sup>IgD<sup>-</sup>CD93<sup>+</sup>CD43<sup>+</sup>CD21<sup>-</sup>CD23<sup>-</sup>VpreB<sup>+</sup>CXCR4<sup>+</sup> Consistent with the pro-B-cell stage of B-cell development, microarray analysis revealed enrichment of transcripts, including Rag1, Rag2, CD93, Vpreb1, Vpreb3, and Igll1 We confirmed RAG1 expression in Tg26 tumors, and hypothesized that HIV-1 matrix protein p17 may directly induce RAG1 in B cells.	Igll1	tumor	3543	HP_0002664	357	362	4	9	TRUE	C	Ug2			
25111118	The tumor cells resembled pro-B cells, and were CD19<sup>+</sup>IgM<sup>-</sup>IgD<sup>-</sup>CD93<sup>+</sup>CD43<sup>+</sup>CD21<sup>-</sup>CD23<sup>-</sup>VpreB<sup>+</sup>CXCR4<sup>+</sup> Consistent with the pro-B-cell stage of B-cell development, microarray analysis revealed enrichment of transcripts, including Rag1, Rag2, CD93, Vpreb1, Vpreb3, and Igll1 We confirmed RAG1 expression in Tg26 tumors, and hypothesized that HIV-1 matrix protein p17 may directly induce RAG1 in B cells.	RAG1	tumor	5896	HP_0002664	376	380	4	9	TRUE	C				
28427240	The tumor cells with immunoreactivity to CK7, CK19, Cam5.2, COX2, EMA, BCL-2, MOC-31 and AE1/AE3, supported a diagnosis of intrahepatic cholangiocarcinoma.	BCL-2	tumor	596	HP_0002664	71	76	4	9	TRUE	I	Ug2			
29572195	The tumor suppressor characteristics of cyclin‑dependent kinase 10 (CDK10) in nasopharyngeal carcinoma and breast cancer have been previously demonstrated.	CDK10	cancer	8558	HP_0002664	68	73	114	120	FALSE	I	Ug2			
30155490	The underlying molecular mechanisms of age-related hearing loss (ARHL) in humans and many strains of mice have not been fully characterized.	mice	hearing loss	23581	HP_0000365	101	105	51	63	FALSE	U	Ug5			
30548441	The up-regulation of STX3 is correlated with high disease stage and predicts overall and disease-free survival in patients with breast cancer.	STX3	cancer	6809	HP_0002664	21	25	135	141	FALSE	I				
27890673	The VDR gene FokI CT/TT genotype was associated with an increased papillary thyroid cancer risk (CT vs CC: odds ratio = 1.71, 95% confidence interval = 1.15-2.76, p = 0.028; TT vs CC: odds ratio = 2.44, 95% confidence interval = 1.29-4.62, p = 0.005; CT/TT vs CC: odds ratio = 1.88, 95% confidence interval = 1.20-2.96, p = 0.006; CT/CC vs TT: odds ratio = 1.80, 95% confidence interval = 1.05-3.20, p = 0.041).	VDR	cancer	7421	HP_0002664	4	7	84	90	FALSE	C				
30481156	The WDR4/PML axis induces a set of cell-surface or secreted factors, including CD73, urokinase-type plasminogen activator receptor (uPAR), and serum amyloid A2 (SAA2), which elicit paracrine effects to stimulate migration, invasion, and metastasis in multiple lung cancer models.	SAA2	cancer	6289	HP_0002664	161	165	265	271	FALSE	I	Ug2			
26035073	The WNT10A p.G213S mutation was confirmed to be the etiological cause of tooth agenesis and ectodermal dysplasia as previously described.	WNT10A	ectodermal dysplasia	80326	HP_0000968	4	10	92	112	TRUE	C				
24895405	There are several genetic mutations that lead to ALS development, such as chromosome 9 hexanucleotide repeat 72 (C9ORF72), transactive response DNA-binding protein (TARDBP), superoxide dismutase 1 (SOD1) and fused in sarcoma (FUS).	SOD1	sarcoma	6647	HP_0100242	198	202	217	224	FALSE	I	Ug2			
28654546	There are several genetic mutations that lead to ALS development, such as chromosome 9 hexanucleotide repeat 72 (C9ORF72), transactive response DNA-binding protein (TARDBP), superoxide dismutase 1 (SOD1) and fused in sarcoma (FUS).	ALS	sarcoma	3483	HP_0100242	49	52	217	224	FALSE	U	Ug3			
28972077	There are two different phenotypes of patients with TTC7A mutations: the severe form, caused by null mutations and leading to the classical MIA-CID; and the mild form, caused by missense mutations and leading to predominant features of VEO-IBD, less severe immunological involvement and hair abnormalities.	TTC7A	hair abnormalities	57217	HP_0001595	52	57	287	305	TRUE	C				
30808755	There has been virtually no tissue study on the expression of PLZF in prostate cancer (PCa).	PLZF	cancer	7704	HP_0002664	62	66	79	85	FALSE	C				
29937467	There is a great need to develop novel RCC sampling strategies to overcome tumour heterogeneity prior to define precision oncology strategies	great	tumour	122042	HP_0002664	11	16	75	81	FALSE	U	Ug5			
23646827	There is emerging evidence that BRCA1 gene product (BRCA1) also plays a role in cancer cell migration.	BRCA1	cancer	672	HP_0002664	32	37	80	86	TRUE	C				
29068161	There were no statistically significant associations between phospho-ELK1 expression and tumor grade, presence of concurrent carcinoma in situ or hydronephrosis, or pN status.	ELK1	tumor	2002	HP_0002664	69	73	89	94	FALSE	C	Ug2			
30285736	Therefore our study identifies a compartmentalized PtdIns(3,4,5)P<sub>3</sub>/AKT/GSK3β signaling axis at cilia in SHH-dependent medulloblastoma that is regulated by INPP5E to maintain tumor cell cilia, promote SHH signaling and thereby medulloblastoma progression	INPP5E	tumor	23203	HP_0002664	166	172	185	190	FALSE	I	Ug2			
28530155	Therefore our study identifies a compartmentalized PtdIns(3,4,5)P<sub>3</sub>/AKT/GSK3β signaling axis at cilia in SHH-dependent medulloblastoma that is regulated by INPP5E to maintain tumor cell cilia, promote SHH signaling and thereby medulloblastoma progression	SHH	medulloblastoma	6469	HP_0002885	115	118	129	144	FALSE	I	Ug2			
25111118	Therefore, STX3 promotes the growth of breast cancer cells by regulating the PTEN-PI3K-Akt-mTOR signaling	Akt	cancer	207	HP_0002664	87	90	46	52	TRUE	C	Ug2			
26073781	Therefore, STX3 promotes the growth of breast cancer cells by regulating the PTEN-PI3K-Akt-mTOR signaling	mTOR	cancer	2475	HP_0002664	91	95	46	52	FALSE	I	Ug2			
27903752	Therefore, the aim of the current study was to explore whether any reproductive factor is potentially related to heart failure in women, based on genetic similarities.	men	heart failure	8178	HP_0001635	132	135	113	126	FALSE	U	Ug5			
28232469	Therefore, we conducted genotyping for 17 SNPs of six NER core genes (<i>XPA, XPC, XPG, ERCC1, ERCC2</i>, and <i>ERCC4</i>) in 89 ovarian cancer cases and 356 cancer-free controls.	ERCC1	cancer	2067	HP_0002664	88	93	138	144	FALSE	C				
17982252	These 294 differentially expressed genes and non-coding RNA transcripts provide here a set to specifically define skull base chordomas and to identify novel and potentially important targets for diagnosis, prognosis, and therapy of this cancer.	set	cancer	6418	HP_0002664	87	90	237	243	FALSE	U	Ug5			
28427240	These analyses revealed significantly higher methylation frequencies in high-grade tumors relative to low-intermediate-grade tumors for the ATP5G2, IRX1 and VAX2 genes (P&lt;0.05), and similarly significant increases in mean levels of methylation in high-grade tumors for the ATP5G2, VAX2, INSRR, PRDM14, VSX1, TFAP2b, PRRX1, and HIST1H4F genes (P&lt;0.05).	IRX1	tumor	79192	HP_0002664	148	152	83	88	FALSE	I				
29307797	These data expand our knowledge of the mechanisms underlying NOTCH activation and TIC induction in breast cancer, and may provide new avenues for the development of therapies targeting this resistant subset of tumor cells	TIC	tumor	23550	HP_0002664	82	85	210	215	FALSE	U	Ug5			
28654796	These disorders include cancer, bipolar disorder, schizophrenia, autism, Cri-du-chat syndrome, myopia, cortical cataract-linked Alzheimer's disease, and infectious diseases.	chat	bipolar disorder	1103	HP_0007302	80	84	32	48	FALSE	U	Ug5			
28728825	These disorders include cancer, bipolar disorder, schizophrenia, autism, Cri-du-chat syndrome, myopia, cortical cataract-linked Alzheimer's disease, and infectious diseases.	chat	myopia	1103	HP_0000545	80	84	95	101	FALSE	U	Ug5			
25343988	These expanded roles underscore the significance of vertebrate PCP proteins as factors contributing to a number of diseases, including neural tube defects, tumor metastases, and various genetic syndromes characterized by abnormal migratory cell behaviors	PCP	neural tube defects	54858	HP_0045005	63	66	135	154	FALSE	I	Ug2			
28866396	These fetal structures generate regions with abnormal activity in autism, including the dorsolateral prefrontal cortex (BA46), the pars opercularis of the inferior frontal cortex and the fusiform gyrus.	pars	autism	2058	HP_0000717	131	135	66	72	FALSE	U	Ug5			
24357125	These findings align with data suggesting that SDHD-related PPGL require less genetic events for tumor initiation and maintenance compared to those related to SDHB, but fail to initiate biology that promotes metastatic spread and metastatic cell survival in host tissues.	PGL	tumor	6392	HP_0002664	61	64	97	102	TRUE	U	Ug3			
28345816	These findings demonstrate that SLC6A1 is an important contributor to childhood epilepsy and that reduced GAT-1 function is a common consequence of epilepsy-causing SLC6A1 variants	GAT	epilepsy	10249	HP_0001250	106	109	80	88	FALSE	I	Ug2			
28069802	These findings designate CYP3A5 as a predictor of therapy response and as a tumor cell-autonomous detoxification mechanism that must be overcome to prevent drug resistance	CYP3A5	tumor	1577	HP_0002664	25	31	76	81	FALSE	C	Ug2			
28869607	These findings implicate for the first time perturbed TGF-β signaling in the genesis of retinal dystrophies, support the study of related morphogenetic genes for comparable roles in retinal disease and may offer additional therapeutic opportunities for genetically heterogeneous disorders presently only treatable with gene therapy	genesis	retinal dystrophies	27022	HP_0000556	77	84	88	107	FALSE	U	Ug5			
28169398	These findings suggest that miR-493 acts as a negative regulator in hepatocellular carcinoma progression and may be a potential therapeutic target for HCC	miR	hepatocellular carcinoma	220972	HP_0001402	28	31	68	92	FALSE	U	Ug5			
30504325	These findings suggest that ZEB1 is not only driving EMT, but also contributes to the formation of osteolytic bone metastases in breast cancer.	ZEB1	cancer	6935	HP_0002664	28	32	136	142	FALSE	I	Ug2			
27401718	These findings suggested the CNVR_3425.1 to be a possibly predictive biomarker for the risk of lung cancer and COPD, and targeted molecular therapy pertaining to FENDRR upregulation may be a valuable pathway to fight two diseases	COPD	cancer	372	HP_0002664	111	115	100	106	FALSE	U	Ug3			
28213878	These findings, together with the role of NOX2 in maintaining self-tolerance, imply that NOX2 is a targetable immune checkpoint in cancer.	NOX2	cancer	1536	HP_0002664	42	46	131	137	FALSE	I	Ug2			
30115536	These include other keratin genes for monilethrix, the HR gene for atrichia congenita, the genes CDSN, APCDD1 and SNRPE for the autosomal dominant form of hypotrichosis simplex, and the genes DSG4, LIPH and LPAR6 for the autosomal recessive forms of hypotrichosis as well as U2HR for hypotrichosis type Marie Unna.	LPAR6	autosomal recessive	10161	HP_0000007	207	212	221	240	TRUE	C				
24853665	These include other keratin genes for monilethrix, the HR gene for atrichia congenita, the genes CDSN, APCDD1 and SNRPE for the autosomal dominant form of hypotrichosis simplex, and the genes DSG4, LIPH and LPAR6 for the autosomal recessive forms of hypotrichosis as well as U2HR for hypotrichosis type Marie Unna.	APCDD1	autosomal recessive	147495	HP_0000007	103	109	221	240	TRUE	I				
29401583	These loci have previously demonstrated association with axial length (ZC3H11B), myopia (NPLOC4), spherical equivalent refractive error (LINC00340) and eye colour (HERC2).	NPLOC4	myopia	55666	HP_0000545	89	95	81	87	FALSE	I				
30055288	These mice displayed hypertension, hyperkalemia, hyperactive NCC, and other features fully recapitulating human and mouse models of PHAII caused by gain-of-function WNK4.	mice	hypertension	23581	HP_0000822	6	10	21	33	FALSE	U	Ug5			
27624628	These miRNAs may play a role in pathways previously implicated in glaucoma and act as biomarkers for disease pathogenesis	miR	glaucoma	220972	HP_0000501	6	9	66	74	FALSE	U	Ug5			
30185235	These miRNAs may play a role in pathways previously implicated in glaucoma and act as biomarkers for disease pathogenesis	act	glaucoma	11332	HP_0000501	79	82	66	74	FALSE	U	Ug5			
28346042	These results demonstrate that Piccolo contributes to tumor aggressiveness in ESCC, likely by stabilizing EGFR and promoting EGFR-dependent signaling.	EGFR	aggressiveness	1956	HP_0000718	106	110	60	74	FALSE	C	Ug2			
30106120	These results expand the genetic heterogeneity of EKVP and the human disease phenotypes associated with GJA1 mutations.	GJA1	heterogeneity	2697	HP_0001425	104	108	33	46	FALSE	I				
29054762	These results highlight CRAFT as a systems-level framework for target discovery and suggest Csf1R blockade as a novel therapeutic strategy in epilepsy.	Csf1R	epilepsy	1436	HP_0001250	92	97	142	150	FALSE	I	Ug2			
27988457	These results imply that PPI might be modulated by four genotypes - COMT rs4680 (primarily in males), GRIK3 rs1027599, TCF4 rs9960767, and PRODH rs385440 - indicating a role of these gene variations in the development of early information processing deficits in schizophrenia.	TCF4	schizophrenia	6934	HP_0100753	119	123	262	275	FALSE	I				
26952864	These results indicate that Smad4 acts as a tumor suppressor by activating FOXH1, and then suppressing the expression of estrogen receptor, in addition to tumor migration and invasion.	Smad4	tumor	4089	HP_0002664	28	33	44	49	TRUE	I	Ug2	Example of wording, activating generaly is applyied to proteins		
29956815	These results indicate that Smad4 acts as a tumor suppressor by activating FOXH1, and then suppressing the expression of estrogen receptor, in addition to tumor migration and invasion.	FOXH1	tumor	8928	HP_0002664	75	80	44	49	TRUE	C				
28610891	These results indicated that the HFD aggravates BDE47-inhibited testosterone production through hyperinsulinemia, and the accumulation of testicular BDE47 that induces the up-regulation of DAX-1 and the subsequent down-regulation of steroidogenic proteins, i.e., StAR and 3β-HSD, in Leydig cells	StAR	hyperinsulinemia	2984	HP_0000842	263	267	96	112	FALSE	C	Ug2			
29643508	These results provided novel insights into the potential role of UQCRC2 in the tumorigenesis and progression of CRC, and revealed that UQCRC2 may serve as a new prognostic and therapeutic target in CRC	UQCRC2	tumor	7385	HP_0002664	65	71	79	84	FALSE	U	Ug3			
28427240	These results reveal that ARHGAP17 functions as a tumor suppressor in cervical cancer that suppresses tumor growth, at least partly, through inhibition of PI3K/AKT signaling and up-regulation of P21 and P27 expression	AKT	cancer	207	HP_0002664	160	163	79	85	TRUE	C	Ug2			
22196487	These results show that a previously-unknown, fully penetrant epistatic interaction between Pnpla2 and Lipe can cause liposarcoma in mice.	mice	liposarcoma	23581	HP_0012034	133	137	118	129	FALSE	U	Ug5			
25473808	These results suggest that DNA methylation signatures may aid in the diagnosis and risk stratification of pediatric rhabdomyosarcoma and help identify new targets for therapy	aid	rhabdomyosarcoma	57379	HP_0002859	58	61	116	132	FALSE	U	Ug5			
28582508	These results suggest that MAFB and MAFF play critical roles in the antitumor effects of retinoids by regulating the expression of retinoid target genes such as TFPI2 and can be promising for developing therapies to combat HCC invasion	MAFB	tumor	9935	HP_0002664	27	31	72	77	FALSE	I	Ug2			
27380241	These results suggest that MAFB and MAFF play critical roles in the antitumor effects of retinoids by regulating the expression of retinoid target genes such as TFPI2 and can be promising for developing therapies to combat HCC invasion	HCC	tumor	84668	HP_0002664	223	226	72	77	FALSE	U	Ug3			
30232607	These results suggest that MAFB and MAFF play critical roles in the antitumor effects of retinoids by regulating the expression of retinoid target genes such as TFPI2 and can be promising for developing therapies to combat HCC invasion	TFPI2	tumor	7980	HP_0002664	161	166	72	77	FALSE	I				
26881841	These studies illustrate that Dicer1 can function as a traditional loss-of-function tumor suppressor gene, and they provide a fully penetrant animal model for the study of angiosarcoma development and metastasis.	Dicer1	tumor	23405	HP_0002664	30	36	84	89	TRUE	C	Ug2			
30209346	These studies suggest that compound 4d behaves well in lowering body weight and maintaining energy expenditure without a chance of hyperglycaemia, 4d has strong clinical potential as an efficient GLP-1/GCGR agonist in the prevention and treatment of obesity and dyslipidemia	GCGR	obesity	2642	HP_0001513	202	206	250	257	FALSE	U	Ug1			
22791528	This arrangement is required for filament formation and is directed by an ordered ZP-N/ZP-C linker that is not observed in ZP2 but is conserved in the sequence of deafness/Crohn's disease-associated homopolymeric glycoproteins α-tectorin (TECTA) and glycoprotein 2 (GP2).	TECTA	deafness	7007	HP_0000365	239	244	163	171	TRUE	C	Ug2			
30139517	This case of adult-diagnosed MTP deficiency was characterized by slowly progressive peripheral neuropathy masquerading CMT in addition to muscular symptoms.	MTP	peripheral	4547	HP_0030646	29	32	84	94	FALSE	U	Ug3			
28601660	This case of malonic aciduria with cardiomyopathy demonstrates improvement in cardiac function attributable to LCT-restricted/MCT-supplemented diet	MCT	cardiomyopathy	27349	HP_0001638	126	129	35	49	FALSE	U	Ug5			
29391579	This case unravels a previously unrecognized phenotype of camptodactyly due to a significant skeletal deformity of PRS with a heterogeneous PAX2 mutation of hexanucleotide duplication.	PAX2	heterogeneous	5076	HP_0001425	140	144	126	139	FALSE	I				
27151206	This case-control study was aimed to evaluate the influence of cytochrome P450 family 17 subfamily A member 1 (CYP17A1) gene rs743572 polymorphism for the susceptibility to endometriosis.Polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) was used to genotype rs743572 polymorphism in 143 endometriosis patients and 148 healthy controls.	act	endometriosis	11332	HP_0030127	206	209	173	186	FALSE	U	Ug5			
28298625	This chapter focuses on the current data covering the etiology and epidemiology, clinical presentation, and pathogenesis of four monogenic forms of isolated dystonia: DYT-TOR1A, DYT-THAP1, DYT-GCH1, and DYT-GNAL	GCH1	dystonia	2643	HP_0001332	193	197	157	165	TRUE	C				
27650626	This chapter focuses on the current data covering the etiology and epidemiology, clinical presentation, and pathogenesis of four monogenic forms of isolated dystonia: DYT-TOR1A, DYT-THAP1, DYT-GCH1, and DYT-GNAL	TOR1A	dystonia	1861	HP_0001332	171	176	157	165	TRUE	C				
28233610	This close biochemical relationship indicates an oncogenic role for WIP in the physiology of cancer pathology by increasing YAP/TAZ stability	WIP	cancer	7456	HP_0002664	68	71	93	99	TRUE	C				
21493627	This comprehensive update of novel and previously reported breast cancer susceptibility loci contributes to the establishment of a panel of SNPs that modify breast cancer risk in BRCA2 mutation carriers.	BRCA2	cancer	675	HP_0002664	179	184	66	72	TRUE	C				
29625811	This contributes to the intrinsic aggressiveness of these cells by upregulating Rab27-dependent recycling of the transmembrane matrix metalloprotease, MT1-MMP to promote invasive behaviour leading to basement membrane disruption.	MT1-MMP	aggressiveness	4323	HP_0000718	151	158	34	48	FALSE	I	Ug2			
30388513	This disease is an autosomal recessive disorder, and the gene CSTB, which encodes cystatin B, a cysteine protease inhibitor, is the only gene known to be associated with ULD.	CSTB	autosomal recessive	1476	HP_0000007	62	66	19	38	TRUE	C				
24843229	This entails failing in identification of reliable serum tumor markers for screening early GC (EGC) as well as persisting ominous prognosis of this disease.	GC	tumor	2638	HP_0002664	91	93	57	62	FALSE	U	Ug5			
21855232	This essential role of CIB2 in mechanotransduction and cell survival that, we show, is restricted to the cochlea, probably accounts for the presence in <i>CIB2</i><sup>-/-</sup> mice and <i>CIB2</i> patients, unlike in Usher syndrome, of isolated hearing loss without balance and vision deficits	mice	hearing loss	23581	HP_0000365	178	182	247	259	FALSE	U	Ug5			
29307790	This finding expands the lists of the ALK-positive tumors, and ALK-positive extramedullary plasmacytoma may benefit from the treatment of ALK inhibitor in the future	ALK	tumors	238	HP_0002664	38	41	51	57	TRUE	C	Ug2			
26942284	This finding expands the lists of the ALK-positive tumors, and ALK-positive extramedullary plasmacytoma may benefit from the treatment of ALK inhibitor in the future	ALK	plasmacytoma	238	HP_0011857	38	41	91	103	FALSE	I	Ug2			
29325615	This identified 11 individuals to have 9 non-synonymous AP2σ variants (Arg3His, Arg15His (x3), Ala44Thr, Phe52Tyr, Arg61His, Thr112Met, Met117Ile, Glu122Gly and Glu142Lys) with 3 of the 4 individuals who had Arg15His and Met117Ile AP2σ variants having mild hypercalcaemia, thereby indicating a prevalence of FHH3-associated AP2σ mutations of ∼7.8 per 100 000 individuals.	per	hypercalcaemia	93210	HP_0003072	347	350	257	271	FALSE	U	Ug5			
22261332	This includes the first two genes linked to recessively inherited isolated dystonia, that is, HPCA (hippocalcin) and COL6A3 (collagen VI alpha 3).	COL6A3	dystonia	1293	HP_0001332	117	123	75	83	TRUE	C				
25730767	This includes unaffected women who have completed their family and have RAD51C, RAD51D, or BRIP1 gene mutations; first-degree relatives of women with invasive epithelial ovarian cancer; BRCA mutation-negative women from high-risk breast-and-ovarian cancer or ovarian-cancer-only families.	RAD51D	cancer	5892	HP_0002664	80	86	178	184	TRUE	C				
28877067	This is consistent with previous studies reporting arthrogryposis in Lgi4-deficient mice due to peripheral hypomyelination.	mice	arthrogryposis	23581	HP_0002804	84	88	51	65	FALSE	U	Ug5			
29471829	This is especially relevant in the context of the aerobic glycolysis, also known as the Warburg effect, which is a hallmark in many types of cancer, and MPC loss of function promotes cancer growth.	type	cancer	6445	HP_0002664	132	136	141	147	FALSE	U	Ug5			
27745833	This is supported by the fact that the myeloid neoplasms with genetic predisposition represent a new category in the revised 2016 World Health Organization classification.	fact	neoplasms	11198	HP_0002664	25	29	47	56	FALSE	U	Ug5			
23647707	This is the first report of a successful application of PGD for hearing loss in Iran.	PGD	hearing loss	5226	HP_0000365	56	59	64	76	FALSE	U	Ug3			
28793245	This novel model provides valuable insights into PDE pathophysiology; further research may offer new opportunities for drug discovery to control seizure activity and improve neurodevelopmental outcomes for PDE	PDE	seizure	501	HP_0001250	49	52	145	152	TRUE	U	Ug3			
27588451	This phenotypic variability should be taken into account when treating patients with BRAT1-associated neurodegenerative disease.	BRAT1	neurodegenerative disease	221927	HP_0002180	85	90	102	127	FALSE	I				
29924831	This progressive muscle pathology resembles the muscular dystrophy phenotype in humans and mice lacking the α7 integrin.	mice	muscular dystrophy	23581	HP_0003560	91	95	48	66	FALSE	U	Ug5			
29246092	This protein is expressed during development of skeletal muscle, central nervous system and neural crest derivatives, and regulates expression of target genes that impact on proliferation, survival, differentiation and motility in these lineages.	impact	central	55364	HP_0030645	164	170	65	72	FALSE	U	Ug5			
29995789	This report identifies the first breast cancer risk locus specific to a BRCA2 mutation background.	BRCA2	cancer	675	HP_0002664	72	77	40	46	TRUE	C				
29322514	This result has clinical and genetic counseling implications for genetically unsolved male case subjects with a classic PCD phenotype that lack additional phenotypes such as intellectual disability or retinitis pigmentosa	PCD	intellectual disability	352909	HP_0001249	120	123	174	197	FALSE	U	Ug3			
29578003	This result has clinical and genetic counseling implications for genetically unsolved male case subjects with a classic PCD phenotype that lack additional phenotypes such as intellectual disability or retinitis pigmentosa	men	intellectual disability	8178	HP_0001249	214	217	174	197	FALSE	U	Ug5			
27375225	This result represents another indication for the genetic heterogeneity of BBS and extends the mutational spectrum of the disease by introducing nine novel mutations in five BBS genes.	BBS	heterogeneity	583	HP_0001425	75	78	58	71	FALSE	U	Ug3			
26944031	This result suggests that COL4A3 and COL4A4 digenic mutations in cis mimicking an autosomal dominant inheritance should be considered as a novel inheritance pattern of benign familial hematuria, although the disease-causing mechanism remains unknown	COL4A3	inheritance	1285	HP_0000005	26	32	101	112	FALSE	I				
30128822	This result suggests that COL4A3 and COL4A4 digenic mutations in cis mimicking an autosomal dominant inheritance should be considered as a novel inheritance pattern of benign familial hematuria, although the disease-causing mechanism remains unknown	COL4A4	inheritance	1286	HP_0000005	37	43	101	112	FALSE	I				
29339836	This review focuses on the molecular basis of the pathogenesis of cardiac abnormality due to PRKAG2 mutation and will provide current overviews of the mechanism of glycogen regulation by AMPK.	AMPK	cardiac abnormality	5563	HP_0001627	187	191	66	85	FALSE	C	Ug2			
29749548	This review highlights recent advances in understanding how the OVOL1-OVOL2 axis modulates cell differentiation and proliferation in human keratinocytes, hair follicles, and benign or malignant skin tumors including squamous cell carcinoma and malignant melanoma.	OVOL2	squamous cell carcinoma	58495	HP_0002860	70	75	216	239	FALSE	U	Ug3			
28698647	This review highlights recent advances in understanding how the OVOL1-OVOL2 axis modulates cell differentiation and proliferation in human keratinocytes, hair follicles, and benign or malignant skin tumors including squamous cell carcinoma and malignant melanoma.	OVOL1	malignant melanoma	5017	HP_0002861	64	69	244	262	FALSE	U	Ug5			
28501927	This review reflects the existing Eph/ephrin literature while focusing on breast cancer heterogeneity.	Eph	cancer	2041	HP_0002664	34	37	81	87	FALSE	C	Ug2			
29391521	This review reflects the existing Eph/ephrin literature while focusing on breast cancer heterogeneity.	era	heterogeneity	2099	HP_0001425	48	51	88	101	FALSE	U	Ug5			
28877460	This review reflects the existing Eph/ephrin literature while focusing on breast cancer heterogeneity.	era	cancer	2099	HP_0002664	48	51	81	87	FALSE	U	Ug5			
27329052	This seizure type is similar to &quot;paroxysmal arousals&quot; that are observed in human ADNFLE.	type	seizure	6445	HP_0001250	13	17	5	12	FALSE	U	Ug5			
28376086	This study aimed to elucidate the potential functional mechanism of miR-135b-5p in migration, invasion and epithelial-to-mesenchymal transition (EMT) of pancreatic cancer cells.	miR	cancer	220972	HP_0002664	68	71	164	170	FALSE	U	Ug5			
